TITLE,PLAY #,ODK,DN,DIST,YARD LN,PLAY TYPE,RESULT,GN/LS,OFF FORM,OFF PLAY,PASS ZONE,DEF FRONT,COVERAGE,BLITZ,MOTION,PLAY DIR,PLAY DIR2,O Score,D Score,Margin,PASS/RUN,EXPLOSIVE PLAY
,23,O,1,10,-42,Run,Rush,1,TWINS,BADGER,,,,N,,R,,0,0,0,0,0
,24,O,2,9,-43,Pass,Complete,8,5 WIDE,BEARS,3,,,N,,R,,0,0,0,1,0
,25,O,3,1,49,Run,Rush,5,TWINS SPLIT,QB WISCONSIN,,,,Y,,L,,0,0,0,#N/A,0
,26,O,1,10,44,Pass,Scramble,12,TRIPS SPLIT,PLAY 1 VARIATION,,,,N,,R,,0,0,0,1,0
,27,O,1,10,32,Run,Rush,6,BEAST,WISCONSIN,,,,N,,L,,0,0,0,1,0
,28,O,2,4,26,Pass,Incomplete,0,4 WIDE,BEARS,4,,,N,,L,,0,0,0,1,0
,29,O,3,4,26,Pass,Sack,-4,BUNCH SPREAD,TIGER,,,,N,,R,,0,0,0,0,0
,30,O,4,8,30,Pass,Incomplete,0,5 WIDE,SEATTLE CROSS,6,,,Y,,R,,0,0,0,1,0
,31,D,1,10,-37,Run,Rush,2,5 WIDE,JET 44 TACKLE TRAP,,,,,,R,,0,0,0,0,0
,32,D,2,7,-39,Run,Rush,4,5 WIDE,JET 37 QB COUNTER,,,,,,L,,0,0,0,0,0
,33,D,3,4,-42,Pass,Complete,5,4 WIDE,91,4,,,,,L,,0,0,0,1,0
,34,D,1,10,-48,Run,Rush,3,4 WIDE STACK,15 SINGLE OMAHA,,,,,,L,,0,0,0,#N/A,0
,35,D,2,7,49,Run,Rush,1,OPEN LEFT,JET 37 COUNTER,,,,,,L,,0,0,0,0,0
,36,D,3,6,48,Pass,Penalty,15,5 WIDE,JET 50 ALL SEAM,9,,,,,L,,0,0,0,0,0
,37,D,1,10,33,Run,Rush,1,TWINS SPLIT,23 LEAD,,,,,,L,,0,0,0,0,0
,38,D,2,9,32,Run,Rush,7,LIGHTNING,14 SINGLE OMAHA,,,,,,R,,0,0,0,1,0
,39,D,3,2,25,Run,Rush,5,TOUCHDOWN SPLIT,15 SINGLE OMAHA,,,,,,L,,0,0,0,1,0
,40,D,1,10,20,,Penalty,-5,LOAD LEFT,,,,,,,,,0,0,0,#N/A,0
,41,D,1,15,25,Pass,Incomplete,0,TROJAN RIGHT,63 FLORIDA CAT,7,,,,,L,,0,0,0,0,0
,42,D,2,15,25,Run,Rush,3,4 WIDE,JET 30 TRAP,,,,,,R,,0,0,0,1,0
,43,D,3,12,22,Pass,Incomplete,0,4 WIDE,JET 50 ALL SEAM,9,,,,,R,,0,0,0,1,0
,44,D,4,12,22,Pass,Complete,20,LOAD LEFT,63 FLORIDA,4,,,,,L,,0,0,0,0,0
,45,D,1,2,2,Run,TD,2,TOUCHDOWN SPLIT,15 SINGLE OMAHA,,,,,,L,,0,6,-6,1,0
,46,K,0,,3,Extra Pt. Block,Good,,,,,,,,,,,0,7,-7,0,0
,47,K,0,,-40,KO Rec,,,,,,,,,,,,0,7,-7,1,0
,48,O,1,10,-20,Run,Penalty,-10,LEDGE TIGHT,FLORIDA,,,,N,,L,,0,7,-7,0,0
,49,O,1,20,-10,Pass,Incomplete,0,LEDGE TIGHT,NETS,3,,,N,,R,,0,7,-7,1,0
,50,O,2,20,-10,Run,Rush,5,LEDGE TIGHT,BULLDOG,,,,N,,R,,0,7,-7,1,0
,51,O,3,15,-15,Pass,Complete,4,LOAD,WARRIOR,3,,,N,,R,,0,7,-7,1,0
,52,K,2,6,-19,Punt,,,,,,,,,,,,0,7,-7,0,0
,53,D,1,10,-45,Pass,Incomplete,0,TRIPS RIGHT,62 FLORIDA CAT,6,,,,,R,,0,7,-7,0,0
,54,D,2,10,-45,Run,Rush,0,TWINS SPLIT,JET 37 COUNTER,,,,,,L,,0,7,-7,1,0
,55,S,3,10,-45,,Timeout,0,LOAD RIGHT,,,,,,,,,0,7,-7,0,0
,56,D,3,10,-45,Pass,Sack,-7,4 WIDE,63 FLORIDA CAT,,,,,,L,,0,7,-7,0,0
,57,K,4,17,-36,Punt,,,,,,,,,,,,0,7,-7,1,0
,58,O,1,10,-31,Pass,Complete,5,4 WIDE,ALL HITCH,6,,,N,,R,,0,7,-7,0,0
,59,O,2,5,-36,Pass,Dropped,0,4 WIDE,STOPS,5,,,N,,R,,0,7,-7,0,0
,60,O,3,5,-36,Pass,Complete,8,4 WIDE,ALL HITCH,4,,,N,,L,,0,7,-7,0,0
,61,O,1,10,-44,Pass,Complete,13,5 WIDE,PLAY 1,5,,,Y,,R,,0,7,-7,#N/A,0
,62,O,1,10,43,Pass,Complete,22,LEDGE TIGHT,THROWBACK,7,,,N,,L,,0,7,-7,1,0
,63,K,1,10,21,KO Rec,,,,,,,,,,,,0,7,-7,0,0
,64,O,1,10,-30,Run,Rush,7,LEDGE TIGHT,FLORIDA,,,,N,,L,,0,7,-7,1,0
,65,O,2,3,-37,Run,Rush,0,LEDGE TIGHT,GATOR,,,,N,,R,,0,7,-7,1,1
,66,O,3,3,-37,Run,Rush,6,BEAST,WISCONSIN,,,,Y,,L,,0,7,-7,0,0
,67,O,1,10,-43,Run,Rush,13,BEAST,USC,,,,N,,L,,0,7,-7,#N/A,0
,68,O,1,10,44,Run,Penalty,-10,BEAST,TROJAN,,,,N,,R,,0,7,-7,#N/A,0
,69,O,1,20,-46,Pass,Complete,9,LEDGE TIGHT,BROOKLYN,1,,,N,,L,,0,7,-7,0,0
,70,O,3,11,45,Run,Rush,8,4 WIDE,QB TIDE,,,,N,,R,,0,7,-7,1,0
,71,O,4,3,37,Run,Rush,1,BEAST,WISCONSIN,,,,N,,L,,0,7,-7,0,0
,72,O,1,10,-36,Pass,Incomplete,0,LEDGE TIGHT,ALL HITCH,7,,,N,,L,,0,7,-7,1,0
,73,D,1,10,-38,Run,Rush,2,4 WIDE,UCLA,,,,,,L,,0,7,-7,#N/A,0
,74,S,2,8,-40,,Timeout,,TWINS SPLIT,,,,,,,,,0,7,-7,1,0
,75,D,2,8,-40,Run,Rush,-5,LIGHTNING,JET 36 COUNTER,,,,,,L,,0,7,-7,0,0
,76,D,3,13,-35,Pass,Sack,-5,TRIPS LEFT,63 FLORIDA CAT,,,,,,L,,0,7,-7,#N/A,0
,77,K,4,18,-30,Punt,,,,,,,,,,,,0,7,-7,1,0
,78,O,1,10,-41,Run,Rush,5,TWINS,WISCONSIN,,,,N,,L,,0,7,-7,#N/A,0
,79,O,2,5,-46,Pass,Complete,11,TWINS,BROOKLYN,,,,N,,L,,0,7,-7,1,0
,80,O,1,10,45,Run,Rush,5,TWINS,BADGER,,,,N,,R,,0,7,-7,1,0
,81,O,2,5,40,Run,Rush,1,POWER I,WISCONSIN,,,,N,,L,,0,7,-7,1,0
,82,O,3,4,39,Run,Rush,1,LEDGE TIGHT,FLORIDA,,,,N,,L,,0,7,-7,1,0
,83,O,4,3,38,Run,1st DN,13,4 WIDE,QB TIDE,,,,N,,R,,0,7,-7,1,1
,84,O,1,10,25,Pass,"Complete, Fumble",14,4 WIDE,92,4,,,N,,L,,0,7,-7,#N/A,0
,85,D,1,10,-19,Run,Penalty,-5,TWINS SPLIT,JET 36 COUNTER,,,,,,R,,0,7,-7,0,0
,86,D,1,15,-14,Run,Rush,0,TWINS SPLIT,26 QB POWER READ,,,,,,L,,0,7,-7,0,0
,87,D,2,15,-14,Pass,Complete,11,LEDGE SPREAD,62 FLORIDA CAT,6,,,,,R,,0,7,-7,0,0
,88,D,3,4,-25,Run,Rush,0,TOUCHDOWN SPLIT,14 SINGLE OMAHA,,,,,,R,,0,7,-7,0,0
,89,K,4,4,-28,Punt,,,,,,,,,,,,0,7,-7,0,0
,90,O,1,10,-46,Run,Rush,3,TWINS,BADGER,,,,N,,R,,0,7,-7,1,0
,91,O,2,7,-49,Pass,Incomplete,0,TWINS,SAN DIEGO,7,,,N,,L,,0,7,-7,0,0
,92,O,3,7,-49,Pass,Scramble,0,TRIPS SPLIT,PLAY 1 VARIATION,9,,,Y,,L,,0,7,-7,0,0
,93,K,4,7,-49,Punt,,,,,,,,,,,,0,7,-7,1,0
,94,D,1,10,-20,Run,Rush,5,LIGHTNING,19 JET,,,,,,L,,0,7,-7,0,0
,95,D,2,5,-25,Run,Rush,4,ACE,10 SINGLE OMAHA,,,,,,L,,0,7,-7,#N/A,0
,96,D,3,1,-29,Run,Rush,1,THUNDER,JET 27 QB POWER READ,,,,,,L,,0,7,-7,0,0
,97,D,1,10,-31,Run,Rush,5,TWINS SPLIT,JET 26 QB POWER READ,,,,,,R,,0,7,-7,1,0
,98,D,2,5,-35,Run,Rush,2,2X2 SLOTS TE,JET 19,,,,,,L,,0,7,-7,#N/A,0
,99,D,3,3,-37,Run,Rush,-3,ACE,13 SINGLE OMAHA,,,,,,L,,0,7,-7,0,0
,100,K,4,6,-34,Punt,,,,,,,,,,,,0,7,-7,1,0
,101,K,1,10,,Punt,,,,,,,,,,,,0,7,-7,0,0
,102,O,1,10,49,Pass,Complete,7,LEDGE TIGHT,NETS,3,,,N,,R,,0,7,-7,0,0
,103,O,2,4,42,Run,Rush,6,LEDGE TIGHT,GATOR,,,,N,,R,,0,7,-7,0,0
,104,O,1,10,36,Run,Rush,9,TWINS SPLIT,QB BADGER,,,,N,,R,,0,7,-7,0,0
,105,O,2,1,27,Run,Rush,-1,TWINS SPLIT,BADGER,,,,N,,R,,0,7,-7,1,0
,106,O,3,2,28,Run,Rush,1,BEAST,BADGER,,,,N,,R,,0,7,-7,0,0
,107,O,4,1,27,Run,Rush,0,BEAST,BADGER,,,,N,,R,,0,7,-7,0,0
,108,,4,10,29,,,,,,,,,,,,,0,7,-7,1,0
,109,D,1,10,-25,Run,Rush,-3,TRIPS RIGHT,19,,,,,,L,,0,7,-7,0,0
,110,D,2,13,-22,Pass,TD,78,4 WIDE,JET 50 ALL SEAM,8,,,,,L,,0,13,-13,#N/A,0
,111,K,0,,3,Extra Pt. Block,Good,,,,,,,,,,,0,14,-14,0,0
,112,K,0,,-40,KO Rec,,,,,,,,,,,,0,14,-14,1,0
,113,O,1,10,-35,Pass,Incomplete,0,TWINS,92,8,,,N,,R,,0,14,-14,1,0
,114,O,2,10,-35,Pass,Complete,13,LEDGE,FALCON,6,,,N,,R,,0,14,-14,#N/A,0
,115,O,1,10,-48,Run,Rush,9,4 WIDE,QB BAMA,,,,N,,L,,0,14,-14,0,0
,116,O,2,1,43,Pass,Complete,7,4 WIDE,ALL HITCH,4,,,Y,,L,,0,14,-14,0,0
,117,O,1,10,38,Pass,Complete,34,5 WIDE,PLAY 1,,,,N,,R,,0,14,-14,0,0
,118,O,1,4,4,,Penalty,-5,5 WIDE,,,,,N,,,,0,14,-14,0,0
,119,O,1,9,9,Pass,Complete,8,5 WIDE,PLAY 2,6,,,N,,R,,0,14,-14,0,0
,120,O,2,1,1,Run,Rush,0,Pro,WISCONSIN,,,,Y,,L,,0,14,-14,0,0
,121,O,3,1,1,Run,TD,1,Pro,QB SNEAK,,,,Y,,L,,6,14,-8,#N/A,0
,122,K,1,,3,Extra Pt.,,,,,,,,N,,,,7,14,-7,#N/A,0
,123,K,0,,-40,Extra Pt.,Good,,,,,,,,,,,7,14,-7,1,0
,124,K,0,,-40,KO,,,,,,,,,,,,7,14,-7,0,0
,125,D,1,10,-25,Run,Rush,0,TWINS SPLIT,18,,,,,,R,,7,14,-7,0,0
,126,D,2,10,-25,Run,Rush,4,SLOTS,FB Dive,,,,,,R,,7,14,-7,0,0
,127,D,3,6,-29,Run,Rush,1,TWINS SPLIT,24 ISO,,,,,,R,,7,14,-7,0,0
,128,K,4,5,-30,Punt,,,,,,,,,,,,7,14,-7,0,0
,129,O,1,10,-43,Pass,Batted Down,0,TRIPS SPLIT,91,6,,,N,,R,,7,14,-7,#N/A,0
,130,O,2,10,-43,Pass,Scramble,0,TRIPS SPLIT,SAN FRAN,9,,,Y,,L,,7,14,-7,0,0
,131,O,3,10,-43,Pass,Penalty,-5,TRIPS SPLIT,BILLS,,,,Y,,,,7,14,-7,1,1
,132,O,3,15,-38,Pass,Interception,4,TRIPS SPLIT,CAROLINA,,,,Y,,L,,7,14,-7,#N/A,0
,133,S,,,45,,,,,,,,,,,,,,,,#N/A,0
,113,O,1,10,-35,Pass,Incomplete,0,TWINS,92,8,,,N,,R,,0,14,-14,1,0
,114,O,2,10,-35,Pass,Complete,13,LEDGE,FALCON,6,,,N,,R,,0,14,-14,1,0
,115,O,1,10,-48,Run,Rush,9,4 WIDE,QB BAMA,,,,N,,L,,0,14,-14,0,0
,116,O,2,1,43,Pass,Complete,7,4 WIDE,ALL HITCH,4,,,Y,,L,,0,14,-14,1,0
,117,O,1,10,38,Pass,Complete,34,5 WIDE,PLAY 1,,,,N,,R,,0,14,-14,1,1
,118,O,1,4,4,,Penalty,-5,5 WIDE,,,,,N,,,,0,14,-14,#N/A,0
,119,O,1,9,9,Pass,Complete,8,5 WIDE,PLAY 2,6,,,N,,R,,0,14,-14,1,0
,120,O,2,1,1,Run,Rush,0,Pro,WISCONSIN,,,,Y,,L,,0,14,-14,0,0
,121,O,3,1,1,Run,TD,1,Pro,QB SNEAK,,,,Y,,L,,6,14,-8,0,0
,122,K,1,,3,Extra Pt.,,,,,,,,N,,,,7,14,-7,#N/A,0
,123,K,0,,-40,Extra Pt.,Good,,,,,,,,,,,7,14,-7,#N/A,0
,124,K,0,,-40,KO,,,,,,,,,,,,7,14,-7,#N/A,0
,125,D,1,10,-25,Run,Rush,0,TWINS SPLIT,18,,,,,,R,,7,14,-7,0,0
,126,D,2,10,-25,Run,Rush,4,SLOTS,FB Dive,,,,,,R,,7,14,-7,0,0
,127,D,3,6,-29,Run,Rush,1,TWINS SPLIT,24 ISO,,,,,,R,,7,14,-7,0,0
,128,K,4,5,-30,Punt,,,,,,,,,,,,7,14,-7,#N/A,0
,129,O,1,10,-43,Pass,Batted Down,0,TRIPS SPLIT,91,6,,,N,,R,,7,14,-7,1,0
,130,O,2,10,-43,Pass,Scramble,0,TRIPS SPLIT,SAN FRAN,9,,,Y,,L,,7,14,-7,1,0
,131,O,3,10,-43,Pass,Penalty,-5,TRIPS SPLIT,BILLS,,,,Y,,,,7,14,-7,1,0
,132,O,3,15,-38,Pass,Interception,4,TRIPS SPLIT,CAROLINA,,,,Y,,L,,7,14,-7,1,0
,133,S,,,45,,,,,,,,,,,,,,,,#N/A,0
